asn,Count
AS35141,1
AS37451,1
AS37517,1
AS38673,1
AS38727,1
AS38758,1
AS38984,1
AS39798,1
AS40244,1
AS41297,1
AS41661,1
AS41665,1
AS41798,1
AS42263,1
AS42291,1
AS42581,1
AS42846,1
AS47241,1
AS48128,1
AS48314,1
AS51035,1
AS52363,1
AS53184,1
AS59943,1
AS61942,1
AS62068,1
AS62731,1
AS63873,1
AS63886,1
AS63969,1
AS131628,1
AS131761,1
AS132420,1
AS133200,1
AS134928,1
AS135354,1
AS135523,1
AS135863,1
AS135942,1
AS136323,1
AS136359,1
AS137166,1
AS138062,1
AS138244,1
AS139294,1
AS139841,1
AS140389,1
AS140469,1
AS147177,1
AS149124,1
AS150187,1
AS150609,1
AS150860,1
AS151112,1
AS152179,1
AS153087,1
AS197623,1
AS198725,1
AS198985,1
AS199782,1
AS201200,1
AS201729,1
AS201848,1
AS204035,1
AS204154,1
AS205516,1
AS206075,1
AS207027,1
AS207305,1
AS209588,1
AS212607,1
AS214798,1
AS215240,1
AS216074,1
AS262378,1
AS262497,1
AS262514,1
AS262675,1
AS262690,1
AS262761,1
AS263950,1
AS264294,1
AS264411,1
AS264631,1
AS264954,1
AS265377,1
AS267575,1
AS268078,1
AS268927,1
AS269615,1
AS270603,1
AS270814,1
AS271511,1
AS327724,1
AS328188,1
AS328469,1
AS395793,1
AS398343,1
AS1741,1
AS1759,1
AS2518,1
AS3329,1
AS3758,1
AS8312,1
AS8369,1
AS9146,1
AS9232,1
AS9271,1
AS11260,1
AS12093,1
AS12302,1
AS12455,1
AS12494,1
AS15468,1
AS17420,1
AS17426,1
AS18046,1
AS20776,1
AS21378,1
AS21483,1
AS21788,1
AS23674,1
AS25159,1
AS25291,1
AS25521,1
AS26548,1
AS28585,1
AS30277,1
AS31245,1
AS31246,1
AS31423,1
AS35214,1
AS37054,1
AS37125,1
AS37228,1
AS37480,1
AS39216,1
AS41164,1
AS41275,1
AS41627,1
AS42560,1
AS44076,1
AS45007,1
AS45634,1
AS47154,1
AS47586,1
AS48096,1
AS50118,1
AS50360,1
AS51468,1
AS52273,1
AS52286,1
AS52936,1
AS53048,1
AS54198,1
AS55081,1
AS55330,1
AS57935,1
AS59253,1
AS59702,1
AS60534,1
AS61800,1
AS62564,1
AS63879,1
AS131127,1
AS131378,1
AS132167,1
AS134009,1
AS134311,1
AS134333,1
AS134475,1
AS135133,1
AS135256,1
AS137872,1
AS138089,1
AS138692,1
AS139201,1
AS139422,1
AS139587,1
AS139982,1
AS140429,1
AS141584,1
AS147161,1
AS149078,1
AS149147,1
AS149364,1
AS149440,1
AS150265,1
AS150900,1
AS151752,1
AS152485,1
AS197422,1
AS199636,1
AS201150,1
AS203476,1
AS203714,1
AS203953,1
AS205388,1
AS205718,1
AS208091,1
AS208314,1
AS209012,1
AS209835,1
AS211720,1
AS212645,1
AS213167,1
AS215346,1
AS216014,1
AS216167,1
AS262809,1
AS263513,1
AS263665,1
AS264899,1
AS265919,1
AS265949,1
AS266169,1
AS266453,1
AS267837,1
AS267938,1
AS268041,1
AS268205,1
AS269832,1
AS270497,1
AS270660,1
AS272085,1
AS273683,1
AS327943,1
AS396426,1
AS397270,1
AS719,1
AS2586,1
AS2611,1
AS3302,1
AS4594,1
AS4657,1
AS5713,1
AS6364,1
AS6821,1
AS8374,1
AS8926,1
AS9287,1
AS9294,1
AS9617,1
AS9812,1
AS10010,1
AS11814,1
AS12591,1
AS13000,1
AS13213,1
AS15924,1
AS16097,1
AS20011,1
AS20454,1
AS21267,1
AS24342,1
AS25255,1
AS25543,1
AS26505,1
AS27717,1
AS27984,1
AS28668,1
AS28885,1
AS29582,1
AS31042,1
AS33067,1
AS34702,1
AS35598,1
AS37185,1
AS37717,1
AS38082,1
AS38719,1
AS39102,1
AS39612,1
AS41202,1
AS41436,1
AS41496,1
AS41508,1
AS42140,1
AS42961,1
AS43132,1
AS43289,1
AS43314,1
AS44208,1
AS45430,1
AS45588,1
AS47436,1
AS47447,1
AS47782,1
AS47810,1
AS48416,1
AS49532,1
AS49808,1
AS50840,1
AS51013,1
AS52866,1
AS52965,1
AS55352,1
AS55430,1
AS57271,1
AS58540,1
AS59165,1
AS59371,1
AS61431,1
AS61745,1
AS63647,1
AS64316,1
AS131188,1
AS132054,1
AS132770,1
AS133594,1
AS134033,1
AS134316,1
AS134419,1
AS135212,1
AS135755,1
AS135915,1
AS136300,1
AS137982,1
AS138168,1
AS138884,1
AS139041,1
AS141347,1
AS141356,1
AS141516,1
AS142608,1
AS147293,1
AS149591,1
AS150516,1
AS151197,1
AS151756,1
AS198354,1
AS198770,1
AS200736,1
AS200738,1
AS203087,1
AS204203,1
AS207957,1
AS209828,1
AS210403,1
AS210542,1
AS210574,1
AS214438,1
AS216383,1
AS262316,1
AS262589,1
AS262797,1
AS263294,1
AS266538,1
AS266579,1
AS266806,1
AS268892,1
AS269302,1
AS269345,1
AS269360,1
AS269843,1
AS270286,1
AS271565,1
AS272786,1
AS327782,1
AS328088,1
AS393275,1
AS393521,1
AS400861,1
